"GENDER","GENERATION","ARTIST","SONG_NAME","ALBUM_NAME","ALBUM_IMG","YOUTUBE"
"여성",30,"에픽하이 (EPIK HIGH)","Fan","Remapping The Human Soul","https://musicmeta-phinf.pstatic.net/album/000/044/44954.jpg?type=r480Fll","https://www.youtube.com/watch?v=eINjPkO7w4M"
"여성",30,"투모로우바이투게더","9와 4분의 3 승강장에서 너를 기다려 (Run Away)","꿈의 장: MAGIC","https://musicmeta-phinf.pstatic.net/album/003/352/3352317.jpg?type=r480Fll","https://www.youtube.com/watch?v=6yWPfUz0z94"
"여성",30,"오반","어떻게 지내 (Prod. By VAN.C)","어떻게 지내","https://musicmeta-phinf.pstatic.net/album/004/477/4477123.jpg?type=r480Fll","https://www.youtube.com/watch?v=jBAdBd_hd-8"
"여성",30,"언니네 이발관","혼자 추는 춤","혼자 추는 춤","https://musicmeta-phinf.pstatic.net/album/000/605/605547.jpg?type=r480Fll","https://www.youtube.com/watch?v=Y6-TY-F2NXs"
"여성",30,"Kygo, OneRepublic","Lose Somebody","Golden Hour","https://musicmeta-phinf.pstatic.net/album/004/498/4498621.jpg?type=r480Fll","https://www.youtube.com/watch?v=xDAW5NtoLvI"
"여성",30,"더 자두","대화가 필요해","Change Yourself","https://musicmeta-phinf.pstatic.net/album/000/001/1640.jpg?type=r480Fll","https://www.youtube.com/watch?v=faPQoNUC4GQ"
"여성",30,"The Kid LAROI, Justin Bieber","STAY","STAY","https://musicmeta-phinf.pstatic.net/album/006/158/6158502.jpg?type=r480Fll","https://www.youtube.com/watch?v=kTJczUoc26U"
"여성",30,"Anne-Marie","Ciao Adios","Ciao Adios","https://musicmeta-phinf.pstatic.net/album/001/781/1781272.jpg?type=r480Fll","https://www.youtube.com/watch?v=B_uc09yShC4"
"여성",30,"릴러말즈 (Leellamarz)","불편해 (Feat. Gist)","MaRz&B","https://musicmeta-phinf.pstatic.net/album/008/233/8233535.jpg?type=r480Fll","https://www.youtube.com/watch?v=9rKfb7qZWIs"
"여성",40,"Agust D","D-Day","D-DAY","https://musicmeta-phinf.pstatic.net/album/009/422/9422556.jpg?type=r480Fll","https://www.youtube.com/watch?v=fxuR4CDuFk8"
"여성",40,"부석순(SEVENTEEN)","파이팅 해야지 (Feat. 이영지)","부석순 1st Single Album 'SECOND WIND'","https://musicmeta-phinf.pstatic.net/album/008/835/8835837.jpg?type=r480Fll","https://www.youtube.com/watch?v=mBXBOLG06Wc"
"여성",40,"NewJeans","Ditto","NewJeans 'OMG'","https://musicmeta-phinf.pstatic.net/album/008/500/8500274.jpg?type=r480Fll","https://www.youtube.com/watch?v=Km71Rr9K-Bw"
"여성",40,"Agust D","해금","D-DAY","https://musicmeta-phinf.pstatic.net/album/009/422/9422556.jpg?type=r480Fll","https://www.youtube.com/watch?v=iy9qZR_OGa0"
"여성",40,"아이유(IU)","Love poem","Love poem","https://musicmeta-phinf.pstatic.net/album/003/399/3399860.jpg?type=r480Fll","https://www.youtube.com/watch?v=OcVmaIlHZ1o"
"여성",40,"Charlie Puth","I Don't Think That I Like Her","CHARLIE","https://musicmeta-phinf.pstatic.net/album/006/958/6958691.jpg?type=r480Fll","https://www.youtube.com/watch?v=9voN0gkdlS4"
"여성",40,"영턱스클럽","정 (위험한 이별)","정","https://musicmeta-phinf.pstatic.net/album/000/026/26713.jpg?type=r480Fll","https://www.youtube.com/watch?v=2BgqorB8L20"
"여성",40,"이무진","신호등","신호등","https://musicmeta-phinf.pstatic.net/album/005/843/5843153.jpg?type=r480Fll","https://www.youtube.com/watch?v=IgzbIFHQhdA"
"여성",40,"스페이스 에이(Space A)","주홍글씨 (Dance Ver.)","주홍글씨","https://musicmeta-phinf.pstatic.net/album/000/002/2435.jpg?type=r480Fll","https://www.youtube.com/watch?v=Cra_lguqAtw"
"여성",40,"성시경","아픈 나를 (Prod. By 나얼)","나얼 <Ballad Pop City>","https://musicmeta-phinf.pstatic.net/album/6e9a4c62/83c8/4edd/a6ec/cc4573e25dbc/8552667.jpg?type=r480Fll","https://www.youtube.com/watch?v=IGoM4EuOVM0"
"여성",40,"극동아시아타이거즈","별","별","https://musicmeta-phinf.pstatic.net/album/007/437/7437082.jpg?type=r480Fll","https://www.youtube.com/watch?v=SAWhoHapnXc"
"여성",40,"IVE(아이브)","After LIKE","After LIKE","https://musicmeta-phinf.pstatic.net/album/007/969/7969069.jpg?type=r480Fll","https://www.youtube.com/watch?v=F0B7HDiY-10"
"여성",40,"Miley Cyrus","Flowers","Flowers","https://musicmeta-phinf.pstatic.net/album/008/733/8733523.jpg?type=r480Fll","https://www.youtube.com/watch?v=cjSO-zop4os"
"여성",40,"STAYC(스테이씨)","Teddy Bear","Teddy Bear","https://musicmeta-phinf.pstatic.net/album/045d36ff/2534/4a45/abd2/bb063fa6c5e3/8830640.jpg?type=r480Fll","https://www.youtube.com/watch?v=SxHmoifp0oQ"
"여성",40,"NewJeans","Hype boy","NewJeans 1st EP 'New Jeans'","https://musicmeta-phinf.pstatic.net/album/007/795/7795016.jpg?type=r480Fll","https://www.youtube.com/watch?v=11cta61wi0g"
"여성",40,"imase","NIGHT DANCER","NIGHT DANCER","https://musicmeta-phinf.pstatic.net/album/007/918/7918109.jpg?type=r480Fll","https://www.youtube.com/watch?v=kagoEGKHZvU"
"여성",40,"SZA","Kill Bill","SOS","https://musicmeta-phinf.pstatic.net/album/008/432/8432839.jpg?type=r480Fll","https://www.youtube.com/watch?v=SQnc1QibapQ"
"여성",40,"지민","Like Crazy","FACE","https://musicmeta-phinf.pstatic.net/album/009/313/9313232.jpg?type=r480Fll","https://www.youtube.com/watch?v=HALG3Ty52mY"
"여성",40,"NCT DREAM","Candy","Candy - Winter Special Mini Album","https://musicmeta-phinf.pstatic.net/album/b8064006/9433/4866/85d8/27d2d4d63fd0/8462508.jpg?type=r480Fll","https://www.youtube.com/watch?v=zuoSn3ObMz4"
"여성",40,"투모로우바이투게더","Sugar Rush Ride","이름의 장: TEMPTATION","https://musicmeta-phinf.pstatic.net/album/008/755/8755887.jpg?type=r480Fll","https://www.youtube.com/watch?v=P9tKTxbgdkk"
"여성",40,"지수 (JISOO)","꽃","ME","https://musicmeta-phinf.pstatic.net/album/009/399/9399447.jpg?type=r480Fll","https://www.youtube.com/watch?v=YudHcBIxlYw"
"여성",40,"Zior Park","CHRISTIAN","WHERE DOES SASQUATCH LIVE? PART 1","https://musicmeta-phinf.pstatic.net/album/009/005/9005635.jpg?type=r480Fll","https://www.youtube.com/watch?v=Dqlr8EDunCM"
"여성",40,"소유 (SOYOU)","우리는 매일 이별을 향해 걸어가지","우리는 매일 이별을 향해 걸어가지","https://musicmeta-phinf.pstatic.net/album/009/491/9491706.jpg?type=r480Fll","https://www.youtube.com/watch?v=rQbh4iyyM3E"
"여성",40,"Christopher, 청하","When I Get Old","When I Get Old","https://musicmeta-phinf.pstatic.net/album/5b295a40/80a1/46b0/8d7d/71c74a596c45/8241264.jpg?type=r480Fll","https://www.youtube.com/watch?v=Ua3aNDJE_Cg"
"여성",40,"윤하","사건의 지평선","YOUNHA 6th Album Repackage 'END THEORY : Final Edition'","https://musicmeta-phinf.pstatic.net/album/007/434/7434553.jpg?type=r480Fll","https://www.youtube.com/watch?v=BBdC1rl5sKY"
"여성",40,"성시경","다정하게, 안녕히","구르미 그린 달빛 (KBS2 월화드라마) OST - Part 5","https://musicmeta-phinf.pstatic.net/album/000/663/663437.jpg?type=r480Fll","https://www.youtube.com/watch?v=wGfL3ukGxbU"
"여성",40,"이소라","신청곡 (Feat. SUGA of BTS)","신청곡 (Feat. SUGA of BTS)","https://musicmeta-phinf.pstatic.net/album/002/819/2819078.jpg?type=r480Fll","https://www.youtube.com/watch?v=ij0SQZcqnPU"
"여성",40,"주주 시크릿","밤이 무서워요 (Lonely Night)","밤이 무서워요 (Lonely Night)","https://musicmeta-phinf.pstatic.net/album/009/329/9329937.jpg?type=r480Fll","https://www.youtube.com/watch?v=l8xsaUjjGrM"
"여성",40,"태양","VIBE (feat. Jimin of BTS)","VIBE (feat. Jimin of BTS)","https://musicmeta-phinf.pstatic.net/album/008/733/8733596.jpg?type=r480Fll","https://www.youtube.com/watch?v=cXCBiF67jLM"
"여성",40,"이영지","NOT SORRY (Feat. pH-1) (Prod. by Slom)","쇼미더머니 11 Episode 3","https://musicmeta-phinf.pstatic.net/album/008/480/8480282.jpg?type=r480Fll","https://www.youtube.com/watch?v=dp8fgSykQZQ"
"여성",40,"스페이스 에이(Space A)","섹시한 남자","Re-Turn","https://musicmeta-phinf.pstatic.net/album/000/370/370076.jpg?type=r480Fll","https://www.youtube.com/watch?v=0hh7qr8ZKBk"
"여성",40,"자우림","STAY WITH ME","영원한 사랑","https://musicmeta-phinf.pstatic.net/album/006/714/6714254.jpg?type=r480Fll","https://www.youtube.com/watch?v=p7Yc0kaz_hY"
"여성",40,"이영지","낮 밤 (feat. 박재범)","낮 밤 (feat. 박재범)","https://musicmeta-phinf.pstatic.net/album/006/616/6616534.jpg?type=r480Fll","https://www.youtube.com/watch?v=g3rD2V4meGs"
"여성",40,"페퍼톤스(PEPPERTONES)","Thank You","Thank You","https://musicmeta-phinf.pstatic.net/album/000/372/372728.jpg?type=r480Fll","https://www.youtube.com/watch?v=5nApMCTK0yo"
"여성",40,"BIG Naughty (서동현)","정이라고 하자 (Feat. 10CM)","정이라고 하자","https://musicmeta-phinf.pstatic.net/album/007/502/7502798.jpg?type=r480Fll","https://www.youtube.com/watch?v=DYrY1E4-9NI"
"여성",40,"10CM","봄이 좋냐??","3.2","https://musicmeta-phinf.pstatic.net/album/000/628/628171.jpg?type=r480Fll","https://www.youtube.com/watch?v=ZDotTeH8qQI"
"여성",40,"10CM","그라데이션","5.3","https://musicmeta-phinf.pstatic.net/album/007/651/7651729.jpg?type=r480Fll","https://www.youtube.com/watch?v=VQZXXciZb_c"
"여성",40,"페퍼톤스(PEPPERTONES)","계절의 끝에서","Open Run","https://musicmeta-phinf.pstatic.net/album/000/336/336209.jpg?type=r480Fll","https://www.youtube.com/watch?v=xPxPdOG7744"
"여성",40,"왁스","화장을 고치고","화장을 고치고","https://musicmeta-phinf.pstatic.net/album/000/001/1564.jpg?type=r480Fll","https://www.youtube.com/watch?v=6A4FnyJcNBM"
"여성",40,"유피 (UP)","바다","Second Birth","https://musicmeta-phinf.pstatic.net/album/000/026/26827.jpg?type=r480Fll","https://www.youtube.com/watch?v=PHtm0pIUpPw"
"여성",40,"유엔 (UN)","평생","UNITED N-GENERATION","https://musicmeta-phinf.pstatic.net/album/000/002/2463.jpg?type=r480Fll","https://www.youtube.com/watch?v=jt4BJUyonhQ"
"여성",40,"유엔 (UN)","선물","Traveling You","https://musicmeta-phinf.pstatic.net/album/000/002/2693.jpg?type=r480Fll","https://www.youtube.com/watch?v=ybx-6MqtqFg"
"여성",40,"솔리드","천생연분","light camera action","https://musicmeta-phinf.pstatic.net/album/000/002/2578.jpg?type=r480Fll","https://www.youtube.com/watch?v=M2hlTs4ngsY"
"여성",40,"유피 (UP)","뿌요뿌요 (pyo pyo)","Second Birth","https://musicmeta-phinf.pstatic.net/album/000/026/26827.jpg?type=r480Fll","https://www.youtube.com/watch?v=c5mqtOWPcBM"
"여성",40,"인디고","여름아! 부탁해","Indigo","https://musicmeta-phinf.pstatic.net/album/000/002/2881.jpg?type=r480Fll","https://www.youtube.com/watch?v=P_COMZh7tEY"
"여성",40,"새소년","긴 꿈","긴 꿈","https://musicmeta-phinf.pstatic.net/album/002/066/2066675.jpg?type=r480Fll","https://www.youtube.com/watch?v=tzL4A8hyXc8"
"여성",40,"용준형","소나기 (Feat. 10cm)","소나기 (Feat. 10cm)","https://musicmeta-phinf.pstatic.net/album/002/422/2422964.jpg?type=r480Fll","https://www.youtube.com/watch?v=rD8iXrvL2EY"
"여성",40,"새소년","난춘 (亂春)","난춘 (亂春)","https://musicmeta-phinf.pstatic.net/album/004/557/4557021.jpg?type=r480Fll","https://www.youtube.com/watch?v=KsznX5j2oQ0"
"여성",40,"박혜경","고백","1","https://musicmeta-phinf.pstatic.net/album/000/001/1368.jpg?type=r480Fll","https://www.youtube.com/watch?v=SzoNVWfUUG0"
"여성",40,"자우림","스물다섯, 스물하나","Goodbye, grief.","https://musicmeta-phinf.pstatic.net/album/000/398/398547.jpg?type=r480Fll","https://www.youtube.com/watch?v=AizDJNhLW5s"
"여성",10,"IVE(아이브)","I AM","I've IVE","https://musicmeta-phinf.pstatic.net/album/009/334/9334427.jpg?type=r480Fll","https://www.youtube.com/watch?v=6ZUIwj3FgUY"
"여성",10,"STAYC(스테이씨)","ASAP","STAYDOM","https://musicmeta-phinf.pstatic.net/album/005/539/5539302.jpg?type=r480Fll","https://www.youtube.com/watch?v=NsY-9MCOIAQ"
"여성",10,"방탄소년단","Butter","Butter","https://musicmeta-phinf.pstatic.net/album/005/902/5902422.jpg?type=r480Fll","https://www.youtube.com/watch?v=WMweEpGlu_U"
"여성",10,"세븐틴 (SEVENTEEN)","Ready to love","SEVENTEEN 8th Mini Album 'Your Choice'","https://musicmeta-phinf.pstatic.net/album/006/031/6031784.jpg?type=r480Fll","https://www.youtube.com/watch?v=yCvSR4lSqTg"
"여성",10,"TWICE(트와이스)","What is Love?","What is Love?","https://musicmeta-phinf.pstatic.net/album/002/443/2443616.jpg?type=r480Fll","https://www.youtube.com/watch?v=i0p1bmr0EmE"
"여성",10,"마마무(Mamamoo)","HIP","reality in BLACK","https://musicmeta-phinf.pstatic.net/album/003/419/3419510.jpg?type=r480Fll","https://www.youtube.com/watch?v=KhTeiaCezwM"
"여성",10,"Red Velvet (레드벨벳)","Psycho","'The ReVe Festival' Finale","https://musicmeta-phinf.pstatic.net/album/003/948/3948913.jpg?type=r480Fll","https://www.youtube.com/watch?v=uR8Mrt1IpXg"
"여성",10,"aespa","Next Level","Next Level","https://musicmeta-phinf.pstatic.net/album/005/872/5872148.jpg?type=r480Fll","https://www.youtube.com/watch?v=4TWR90KJl84"
"여성",10,"NCT DREAM","맛 (Hot Sauce)","맛 (Hot Sauce) - The 1st Album","https://musicmeta-phinf.pstatic.net/album/005/802/5802115.jpg?type=r480Fll","https://www.youtube.com/watch?v=PkKnp4SdE-w"
"여성",10,"아이유(IU)","라일락","IU 5th Album 'LILAC'","https://musicmeta-phinf.pstatic.net/album/005/211/5211473.jpg?type=r480Fll","https://www.youtube.com/watch?v=v7bnOxV4jAc"
"여성",10,"Say Yes!","Say My Name","BOYS PLANET - ARTIST BATTLE","https://musicmeta-phinf.pstatic.net/album/009/416/9416056.jpg?type=r480Fll","https://www.youtube.com/watch?v=jkemczUyhW4"
"여성",10,"세븐틴 (SEVENTEEN)","먼지","SEVENTEEN 10th Mini Album 'FML'","https://musicmeta-phinf.pstatic.net/album/009/554/9554326.jpg?type=r480Fll","https://www.youtube.com/watch?v=QaILH-kvbR4"
"여성",10,"WOODZ","심연","OO-LI","https://musicmeta-phinf.pstatic.net/album/009/113/9113175.jpg?type=r480Fll","https://www.youtube.com/watch?v=V-eu0NmPHXQ"
"여성",10,"이채연","KNOCK","Over The Moon","https://musicmeta-phinf.pstatic.net/album/009/449/9449661.jpg?type=r480Fll","https://www.youtube.com/watch?v=OM3rrr4Jzg4"
"여성",10,"세븐틴 (SEVENTEEN)","F*ck My Life","SEVENTEEN 10th Mini Album 'FML'","https://musicmeta-phinf.pstatic.net/album/009/554/9554326.jpg?type=r480Fll","https://www.youtube.com/watch?v=SB03Cbc50i8"
"여성",10,"세븐틴 (SEVENTEEN)","손오공","SEVENTEEN 10th Mini Album 'FML'","https://musicmeta-phinf.pstatic.net/album/009/554/9554326.jpg?type=r480Fll","https://www.youtube.com/watch?v=-GQg25oP0S4"
"여성",10,"던(DAWN)","빛이 나는 너에게","빛이 나는 너에게","https://musicmeta-phinf.pstatic.net/album/009/481/9481315.jpg?type=r480Fll","https://www.youtube.com/watch?v=yyrKLHNCbq0"
"여성",10,"FIFTY FIFTY","Cupid","The Beginning: Cupid","https://musicmeta-phinf.pstatic.net/album/009/178/9178590.jpg?type=r480Fll","https://www.youtube.com/watch?v=Qc7_zRjH808"
"여성",10,"NCT 도재정","Perfume","Perfume - The 1st Mini Album","https://musicmeta-phinf.pstatic.net/album/009/491/9491534.jpg?type=r480Fll","https://www.youtube.com/watch?v=7nRiE4sLLxE"
"여성",10,"tripleS(트리플에스)","Rising","ASSEMBLE","https://musicmeta-phinf.pstatic.net/album/3ee17777/96a7/4eef/a48d/ad74e1daec74/8949443.jpg?type=r480Fll","https://www.youtube.com/watch?v=3TQd2ahq6oU"
"여성",10,"BOYS PLANET","Jelly Pop","BOYS PLANET - FINAL TOP9 BATTLE","https://musicmeta-phinf.pstatic.net/album/009/499/9499685.jpg?type=r480Fll","https://www.youtube.com/watch?v=FoRAxERsLfc"
"여성",10,"볼빨간사춘기","FRIEND THE END","사랑.zip","https://musicmeta-phinf.pstatic.net/album/009/486/9486305.jpg?type=r480Fll","https://www.youtube.com/watch?v=haceXrrm-LU"
"여성",10,"WOODZ","Journey","OO-LI","https://musicmeta-phinf.pstatic.net/album/009/113/9113175.jpg?type=r480Fll","https://www.youtube.com/watch?v=IGIhtI9TRwY"
"여성",10,"YOASOBI","アイドル","アイドル","https://musicmeta-phinf.pstatic.net/album/009/425/9425775.jpg?type=r480Fll","https://www.youtube.com/watch?v=ZRtdQ81jPUQ"
"여성",10,"지수 (JISOO)","꽃","ME","https://musicmeta-phinf.pstatic.net/album/009/399/9399447.jpg?type=r480Fll","https://www.youtube.com/watch?v=YudHcBIxlYw"
"여성",10,"NMIXX","Love Me Like This","expergo","https://musicmeta-phinf.pstatic.net/album/009/286/9286430.jpg?type=r480Fll","https://www.youtube.com/watch?v=EDnwWcFpObo"
"여성",10,"브레이브걸스(Brave Girls)","치맛바람 (Chi Mat Ba Ram)","Summer Queen","https://musicmeta-phinf.pstatic.net/album/006/029/6029544.jpg?type=r480Fll","https://www.youtube.com/watch?v=e70PkoJhQYM"
"여성",10,"BLACKPINK","How You Like That","How You Like That","https://musicmeta-phinf.pstatic.net/album/004/613/4613637.jpg?type=r480Fll","https://www.youtube.com/watch?v=ioNng23DkIM"
"여성",10,"NCT 도재정","Kiss","Perfume - The 1st Mini Album","https://musicmeta-phinf.pstatic.net/album/009/491/9491534.jpg?type=r480Fll","https://www.youtube.com/watch?v=g0TMZ8I9LD0"
"여성",10,"NCT 127","Sticker","Sticker - The 3rd Album","https://musicmeta-phinf.pstatic.net/album/006/436/6436468.jpg?type=r480Fll","https://www.youtube.com/watch?v=1oYWnbTSang"
"여성",10,"이하이","Brave Enough","청춘기록 (tvN 월화드라마) OST - Part 7","https://musicmeta-phinf.pstatic.net/album/005/010/5010005.jpg?type=r480Fll","https://www.youtube.com/watch?v=HOoP3OEtrxg"
"여성",10,"마마무(Mamamoo)","AYA","TRAVEL","https://musicmeta-phinf.pstatic.net/album/005/064/5064545.jpg?type=r480Fll","https://www.youtube.com/watch?v=UoI9riNffEU"
"여성",10,"ITZY(있지)","달라달라","IT'z Different","https://musicmeta-phinf.pstatic.net/album/002/841/2841538.jpg?type=r480Fll","https://www.youtube.com/watch?v=pNfTK39k55U"
"여성",10,"투모로우바이투게더","0X1=LOVESONG (I Know I Love You) feat. Seori","혼돈의 장: FREEZE","https://musicmeta-phinf.pstatic.net/album/005/911/5911060.jpg?type=r480Fll","https://www.youtube.com/watch?v=d5bbqKYu51w"
"여성",10,"Red Velvet (레드벨벳)","Queendom","Queendom - The 6th Mini Album","https://musicmeta-phinf.pstatic.net/album/006/303/6303210.jpg?type=r480Fll","https://www.youtube.com/watch?v=c9RzZpV460k"
"여성",10,"AKMU(악뮤)","어떻게 이별까지 사랑하겠어, 널 사랑하는 거지","항해","https://musicmeta-phinf.pstatic.net/album/003/199/3199865.jpg?type=r480Fll","https://www.youtube.com/watch?v=m3DZsBw5bnE"
"여성",10,"전소미","DUMB DUMB","DUMB DUMB","https://musicmeta-phinf.pstatic.net/album/006/254/6254892.jpg?type=r480Fll","https://www.youtube.com/watch?v=tg2uF3R_Ozo"
"여성",10,"DAY6(데이식스)","예뻤어","Every DAY6 February","https://musicmeta-phinf.pstatic.net/album/001/779/1779662.jpg?type=r480Fll","https://www.youtube.com/watch?v=BS7tz2rAOSA"
"여성",10,"브레이브걸스(Brave Girls)","롤린 (Rollin')","Rollin'","https://musicmeta-phinf.pstatic.net/album/001/821/1821057.jpg?type=r480Fll","https://www.youtube.com/watch?v=-Axm4IYHVYk"
"여성",10,"The Kid LAROI, Justin Bieber","STAY","STAY","https://musicmeta-phinf.pstatic.net/album/006/158/6158502.jpg?type=r480Fll","https://www.youtube.com/watch?v=Ec7TN_11az8"
"여성",10,"현아","I'm Not Cool","I'm Not Cool","https://musicmeta-phinf.pstatic.net/album/005/213/5213231.jpg?type=r480Fll","https://www.youtube.com/watch?v=_yXEnhyOTQo"
"여성",10,"IZ*ONE(아이즈원)","Panorama","One-reeler / Act IV","https://musicmeta-phinf.pstatic.net/album/005/147/5147124.jpg?type=r480Fll","https://www.youtube.com/watch?v=G8GaQdW2wHc"
"여성",10,"방탄소년단","Permission to Dance","Butter / Permission to Dance","https://musicmeta-phinf.pstatic.net/album/006/162/6162038.jpg?type=r480Fll","https://www.youtube.com/watch?v=CuklIb9d3fI"
"여성",10,"(여자)아이들","화(火花)","I burn","https://musicmeta-phinf.pstatic.net/album/005/190/5190622.jpg?type=r480Fll","https://www.youtube.com/watch?v=z3szNvgQxHo"
"여성",10,"로제 (ROSE)","Gone","R","https://musicmeta-phinf.pstatic.net/album/005/338/5338058.jpg?type=r480Fll","https://www.youtube.com/watch?v=0Yn8-0nUiLk"
"여성",10,"제니 (JENNIE)","SOLO","SOLO","https://musicmeta-phinf.pstatic.net/album/002/623/2623361.jpg?type=r480Fll","https://www.youtube.com/watch?v=b73BI9eUkjM"
"여성",10,"오마이걸(OH MY GIRL)","Dolphin","NONSTOP","https://musicmeta-phinf.pstatic.net/album/004/535/4535336.jpg?type=r480Fll","https://www.youtube.com/watch?v=oaRTMjLdiDw"
"여성",10,"ITZY(있지)","마.피.아. In the morning","GUESS WHO","https://musicmeta-phinf.pstatic.net/album/005/740/5740377.jpg?type=r480Fll","https://www.youtube.com/watch?v=_ysomCGaZLw"
"여성",10,"아이유(IU)","Celebrity","IU 5th Album 'LILAC'","https://musicmeta-phinf.pstatic.net/album/005/211/5211473.jpg?type=r480Fll","https://www.youtube.com/watch?v=0-q1KafFCLU"
"여성",10,"방탄소년단","Dynamite","Dynamite (DayTime Version)","https://musicmeta-phinf.pstatic.net/album/004/820/4820425.jpg?type=r480Fll","https://www.youtube.com/watch?v=gdZLi9oWNZg"
"여성",10,"BLACKPINK","Lovesick Girls","THE ALBUM","https://musicmeta-phinf.pstatic.net/album/004/983/4983288.jpg?type=r480Fll","https://www.youtube.com/watch?v=dyRsYk0LyA8"
"여성",10,"TWICE(트와이스)","Alcohol-Free","Taste of Love","https://musicmeta-phinf.pstatic.net/album/005/993/5993240.jpg?type=r480Fll","https://www.youtube.com/watch?v=XA2YEHn-A8Q"
"여성",10,"아스트로(ASTRO)","ONE","All Yours","https://musicmeta-phinf.pstatic.net/album/005/516/5516343.jpg?type=r480Fll","https://www.youtube.com/watch?v=XxlsLmHwCSk"
"여성",10,"태연 (TAEYEON)","사계 (Four Seasons)","사계 (Four Seasons)","https://musicmeta-phinf.pstatic.net/album/002/950/2950189.jpg?type=r480Fll","https://www.youtube.com/watch?v=_LvHIVItJHM"
"여성",10,"로제 (ROSE)","On The Ground","R","https://musicmeta-phinf.pstatic.net/album/005/338/5338058.jpg?type=r480Fll","https://www.youtube.com/watch?v=i7AUMU-GDNg"
"여성",10,"Etham","12:45 (Stripped)","Stripped - EP","https://musicmeta-phinf.pstatic.net/album/002/830/2830196.jpg?type=r480Fll","https://www.youtube.com/watch?v=OyTIMOlY1ag"
"여성",10,"청하","Bicycle","Querencia","https://musicmeta-phinf.pstatic.net/album/005/228/5228107.jpg?type=r480Fll","https://www.youtube.com/watch?v=Cagpf33BJl4"
"여성",20,"카이 (KAI)","Rover","Rover - The 3rd Mini Album","https://musicmeta-phinf.pstatic.net/album/009/298/9298303.jpg?type=r480Fll","https://www.youtube.com/watch?v=Qgqk96TJZyI"
"여성",20,"NMIXX","Love Me Like This","expergo","https://musicmeta-phinf.pstatic.net/album/009/286/9286430.jpg?type=r480Fll","https://www.youtube.com/watch?v=EDnwWcFpObo"
"여성",20,"던(DAWN)","빛이 나는 너에게","빛이 나는 너에게","https://musicmeta-phinf.pstatic.net/album/009/481/9481315.jpg?type=r480Fll","https://www.youtube.com/watch?v=yyrKLHNCbq0"
"여성",20,"볼빨간사춘기","FRIEND THE END","사랑.zip","https://musicmeta-phinf.pstatic.net/album/009/486/9486305.jpg?type=r480Fll","https://www.youtube.com/watch?v=haceXrrm-LU"
"여성",20,"Ariana Grande","7 rings","7 rings","https://musicmeta-phinf.pstatic.net/album/002/816/2816715.jpg?type=r480Fll","https://www.youtube.com/watch?v=QYh6mYIJG2Y"
"여성",20,"IVE(아이브)","Kitsch","I've IVE","https://musicmeta-phinf.pstatic.net/album/009/334/9334427.jpg?type=r480Fll","https://www.youtube.com/watch?v=r6p5Avk3GG8"
"여성",20,"김민석(멜로망스)","취중고백","취중고백","https://musicmeta-phinf.pstatic.net/album/006/739/6739257.jpg?type=r480Fll","https://www.youtube.com/watch?v=VMQl78z1DiY"
"여성",20,"Jennifer Lopez, Ja Rule","I'm Real (Murder Remix) (Feat. Ja Rule)","J To Tha L-O! The Remixes (Explicit Version)","https://musicmeta-phinf.pstatic.net/album/000/724/724099.jpg?type=r480Fll","https://www.youtube.com/watch?v=Sjx9oSJDAVQ"
"여성",20,"Camila Cabello","Havana (Feat. Young Thug)","Camila","https://musicmeta-phinf.pstatic.net/album/002/152/2152059.jpg?type=r480Fll","https://www.youtube.com/watch?v=BQ0mxQXmLsk"
"여성",20,"Post Malone","Chemical","Chemical","https://musicmeta-phinf.pstatic.net/album/009/485/9485668.jpg?type=r480Fll","https://www.youtube.com/watch?v=IzPQ_jA00bk"
"여성",20,"Meghan Trainor","All About That Bass","King's Coronation Party","https://musicmeta-phinf.pstatic.net/album/009/615/9615048.jpg?type=r480Fll","https://www.youtube.com/watch?v=7PCkvCPvDXk"
"여성",20,"Demi Lovato","Sorry Not Sorry","Tell Me You Love Me","https://musicmeta-phinf.pstatic.net/album/002/643/2643697.jpg?type=r480Fll","https://www.youtube.com/watch?v=q2NAU8XjqG4"
"여성",20,"Selena Gomez","Lose You To Love Me","Lose You To Love Me","https://musicmeta-phinf.pstatic.net/album/003/362/3362550.jpg?type=r480Fll","https://www.youtube.com/watch?v=zlJDTxahav0"
"여성",20,"Sia","Cheap Thrills (Feat. Sean Paul)","This Is Acting (Deluxe Version)","https://musicmeta-phinf.pstatic.net/album/000/661/661634.jpg?type=r480Fll","https://www.youtube.com/watch?v=31crA53Dgu0"
"여성",20,"Dua Lipa","New Rules","Dua Lipa (Deluxe)","https://musicmeta-phinf.pstatic.net/album/000/635/635724.jpg?type=r480Fll","https://www.youtube.com/watch?v=k2qgadSvNyU"
"여성",20,"Lorde","Royals","Pure Heroine","https://musicmeta-phinf.pstatic.net/album/000/396/396960.jpg?type=r480Fll","https://www.youtube.com/watch?v=nlcIKh6sBtc"
"여성",20,"송이한","밝게 빛나는 별이 되어 비춰줄게","밝게 빛나는 별이 되어 비춰줄게","https://musicmeta-phinf.pstatic.net/album/005/182/5182119.jpg?type=r480Fll","https://www.youtube.com/watch?v=5YQww_vbNTU"
"여성",20,"Katy Perry","Roar","PRISM (Deluxe)","https://musicmeta-phinf.pstatic.net/album/000/399/399492.jpg?type=r480Fll","https://www.youtube.com/watch?v=CevxZvSJLk8"
