장르,순위,아티스트,곡명,앨범,앨범이미지,유튜브링크
장르종합,91,임영웅,아버지,IM HERO,https://cdnimg.melon.co.kr/cm2/album/images/109/23/444/10923444_20220502140600_500.jpg,https://www.youtube.com/watch?v=An7ZnTEz40s
장르종합,92,Aimyon,愛を伝えたいだとか / Ai Wo Tsutaetaidatoka (사랑을 전하고 싶다든가),靑春のエキサイトメント / Seishunno Excitement (청춘의 Excitement) (Excitement of Youth),https://cdnimg.melon.co.kr/cm/album/images/100/96/397/10096397_500.jpg,https://www.youtube.com/watch?v=ltwazF77Owg
장르종합,93,경서,나의 X에게,나의 X에게,https://cdnimg.melon.co.kr/cm2/album/images/109/29/486/10929486_20220422151852_500.jpg,https://www.youtube.com/watch?v=396_klik6v8
장르종합,94,세븐틴 (SEVENTEEN),I Don't Understand But I Luv U,SEVENTEEN 10th Mini Album ‘FML',https://cdnimg.melon.co.kr/cm2/album/images/112/29/537/11229537_20230421170444_500.jpg,https://www.youtube.com/watch?v=MGK5wZJDXjo
장르종합,95,스탠딩 에그,청소 (여름날 우리 X 스탠딩 에그),청소 (여름날 우리 X 스탠딩 에그),https://cdnimg.melon.co.kr/cm2/album/images/112/32/943/11232943_20230427121422_500.jpg,https://www.youtube.com/watch?v=P02Blqz3ifo
장르종합,96,"Sam Smith, Kim Petras",Unholy,Gloria,https://cdnimg.melon.co.kr/cm2/album/images/109/34/470/10934470_20230119153132_500.jpg,https://www.youtube.com/watch?v=Uq9gPaIzbe8
장르종합,97,세븐틴 (SEVENTEEN),Fire,SEVENTEEN 10th Mini Album ‘FML',https://cdnimg.melon.co.kr/cm2/album/images/112/29/537/11229537_20230421170444_500.jpg,https://www.youtube.com/watch?v=HJYmVv-lOkg
장르종합,98,세븐틴 (SEVENTEEN),HOT,SEVENTEEN 4th Album 'Face the Sun',https://cdnimg.melon.co.kr/cm2/album/images/109/22/231/10922231_20220527120653_500.jpg,https://www.youtube.com/watch?v=gRnuFC4Ualw
장르종합,99,Charlie Puth,That’s Not How This Works (feat. Dan + Shay),That’s Not How This Works (feat. Dan + Shay),https://cdnimg.melon.co.kr/cm2/album/images/112/12/508/11212508_20230329095440_500.jpg,https://www.youtube.com/watch?v=PAKFzFqJa58
장르종합,100,이무진,잠깐 시간 될까,잠깐 시간 될까,https://cdnimg.melon.co.kr/cm2/album/images/112/39/639/11239639_20230508155854_500.jpg,https://www.youtube.com/watch?v=jj3kVI8kSjo
