아티스트,곡명,앨범명,앨범이미지,유튜브링크
JW Francis,Going Home to a Party,Dream House,"https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/083/458/483/83458483_1674249714075_1_600x600.JPG/dims/resize/Q_80,0",https://www.youtube.com/watch?v=vv6sfYu_Drc
Steady Holiday,The Balance,Newfound Oxygen,"https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/083/604/522/83604522_1678153491054_1_600x600.JPG/dims/resize/Q_80,0",https://www.youtube.com/watch?v=C4bzzLKe2I8
Roller Derby,Always on My Mind,Always on My Mind,"https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/083/468/323/83468323_1674463605244_1_600x600.JPG/dims/resize/Q_80,0",https://www.youtube.com/watch?v=HMsUm7wa8qk
Tennis,Let's Make a Mistake Tonight,Let's Make a Mistake Tonight,"https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/083/281/605/83281605_1670481032124_1_600x600.JPG/dims/resize/Q_80,0",https://www.youtube.com/watch?v=HG2Bklaa880
Speelburg,Be Yourself,Be Yourself,"https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/083/547/246/83547246_1676425110367_1_600x600.JPG/dims/resize/Q_80,0",https://www.youtube.com/watch?v=ufuB6QUzxW4
lovelytheband,sailaway,sailaway,"https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/083/219/658/83219658_1669600672387_1_600x600.JPG/dims/resize/Q_80,0",https://www.youtube.com/watch?v=bmgX22km3jg
DT James & Patrick Lite,Fly Away,Fly Away,"https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/083/642/742/83642742_1679374961499_1_600x600.JPG/dims/resize/Q_80,0",https://www.youtube.com/watch?v=KNpYDEkWsNw
Pat Burgener,Out Of Hand,Out Of Hand,"https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/081/963/081/81963081_1616667053731_1_600x600.JPG/dims/resize/Q_80,0",https://www.youtube.com/watch?v=66VMaI7HQA8
Pat Burgener,Sunshine,PAT (First Wave),"https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/083/286/648/83286648_1670828691600_1_600x600.JPG/dims/resize/Q_80,0",https://www.youtube.com/watch?v=NT9fo9Z5ADw
SUPER-Hi & NEEKA,Following the Sun,Following the Sun,"https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/082/184/674/82184674_1629358463603_1_600x600.JPG/dims/resize/Q_80,0",https://www.youtube.com/watch?v=uZsY4S4ckMU
Nicky Youre,Shut Me Up,Shut Me Up,"https://image.genie.co.kr/Y/IMAGE/IMG_ALBUM/083/558/956/83558956_1676691628504_1_600x600.JPG/dims/resize/Q_80,0",https://www.youtube.com/watch?v=XuZykuXHnTg
