장르,순위,아티스트,곡명,앨범,앨범이미지,유튜브링크
해외_R&B／Soul,46,DEAN,I'm Not Sorry (Feat. Eric Bellinger),I'm Not Sorry,https://cdnimg.melon.co.kr/cm/album/images/023/32/243/2332243_500.jpg,https://www.youtube.com/watch?v=wzvRxguTPa4
해외_R&B／Soul,47,Giveon,LIKE I WANT YOU,LIKE I WANT YOU,https://cdnimg.melon.co.kr/cm2/album/images/103/55/100/10355100_500.jpg,https://www.youtube.com/watch?v=J4n8hjkQ6u8
해외_R&B／Soul,48,Sam Smith,Lay Me Down,In The Lonely Hour,https://cdnimg.melon.co.kr/cm/album/images/022/58/028/2258028_500.jpg,https://www.youtube.com/watch?v=HaMq2nn5ac0
해외_R&B／Soul,49,Karina,Slow Motion (Album Version),First Love,https://cdnimg.melon.co.kr/cm/album/images/003/96/269/396269_500.jpg,https://www.youtube.com/watch?v=seTW-MKrRKc
해외_R&B／Soul,50,Michael Carreon,The Simple Things,The Simple Things,https://cdnimg.melon.co.kr/cm/album/images/022/72/151/2272151_500.jpg,https://www.youtube.com/watch?v=wDLQEcLNNVU
해외_R&B／Soul,51,"Bruno Mars, Anderson .Paak, Silk Sonic",After Last Night (with Thundercat & Bootsy Collins),An Evening With Silk Sonic,https://cdnimg.melon.co.kr/cm2/album/images/105/74/099/10574099_20210305151501_500.jpg,https://www.youtube.com/watch?v=-cy_tDQPXHk
해외_R&B／Soul,52,Rihanna,Umbrella (Feat. Jay-Z),Good Girl Gone Bad,https://cdnimg.melon.co.kr/cm/album/images/003/52/327/352327_500.jpg,https://www.youtube.com/watch?v=CvBfHwUxHIk
해외_R&B／Soul,53,Bazzi,Myself,COSMIC,https://cdnimg.melon.co.kr/cm/album/images/101/03/631/10103631_500.jpg,https://www.youtube.com/watch?v=KmVSwFd3TCA
해외_R&B／Soul,54,The Weeknd,Save Your Tears,After Hours,https://cdnimg.melon.co.kr/cm2/album/images/104/05/923/10405923_20200320132738_500.jpg,https://www.youtube.com/watch?v=XXYlFuWEuKI
해외_R&B／Soul,55,The Weeknd,In Your Eyes,After Hours,https://cdnimg.melon.co.kr/cm2/album/images/104/05/923/10405923_20200320132738_500.jpg,https://www.youtube.com/watch?v=q8kIK80Ov9E
해외_R&B／Soul,56,Ne-Yo,So Sick,So Sick,https://cdnimg.melon.co.kr/cm/album/images/003/17/745/317745_500.jpg,https://www.youtube.com/watch?v=IxszlJppRQI
해외_R&B／Soul,57,"Jesse Barrera, Michael Carreon, Albert Posis",Maybe We Could Be a Thing,Maybe We Could Be a Thing,https://cdnimg.melon.co.kr/cm2/album/images/108/90/040/10890040_20220311141850_500.jpg,https://www.youtube.com/watch?v=JY3BEc2j1NI
해외_R&B／Soul,58,"Jesse Barrera, Jeremy Passion",Constant,Constant,https://cdnimg.melon.co.kr/cm2/album/images/103/88/012/10388012_20200214181233_500.jpg,https://www.youtube.com/watch?v=KqzpK-PaYn4
해외_R&B／Soul,59,Jeff Bernat,If You Wonder,The Gentleman Approach,https://cdnimg.melon.co.kr/cm/album/images/021/24/668/2124668_500.jpg,https://www.youtube.com/watch?v=K9L9N5OyexQ
해외_R&B／Soul,60,Tamia,Officially Missing You,More,https://cdnimg.melon.co.kr/cm/album/images/000/34/574/34574_500.jpg,https://www.youtube.com/watch?v=s35u2jYOpPo
해외_R&B／Soul,61,Doja Cat,Like That (feat. Gucci Mane),Hot Pink,https://cdnimg.melon.co.kr/cm2/album/images/103/48/753/10348753_500.jpg,https://www.youtube.com/watch?v=gap-zS1VBKo
해외_R&B／Soul,62,Pink Sweat$,Nothing Feels Better,Nothing Feels Better,https://cdnimg.melon.co.kr/cm2/album/images/107/49/358/10749358_20211022105753_500.jpg,https://www.youtube.com/watch?v=iZgAp5zVxPA
