성별,세대,아티스트,곡명,앨범명,앨범이미지,유튜브링크
여성,20,스탠딩 에그(Standing Egg),오래된 노래,오래된 노래,https://musicmeta-phinf.pstatic.net/album/000/329/329778.jpg,https://www.youtube.com/watch?v=bW3XExLBf7A
여성,20,에일리(Ailee),첫눈처럼 너에게 가겠다,도깨비 OST Part 9,https://musicmeta-phinf.pstatic.net/album/001/773/1773336.jpg,https://www.youtube.com/watch?v=6rS7OUGXUik
여성,20,#안녕,너의 번호를 누르고 (Prod. 영화처럼),너의 번호를 누르고,https://musicmeta-phinf.pstatic.net/album/003/591/3591278.jpg,https://www.youtube.com/watch?v=4OWRJ8Hnkz4
여성,20,KCM,태양의 눈물,Love Affair,https://musicmeta-phinf.pstatic.net/album/000/037/37158.jpg,https://www.youtube.com/watch?v=QwdhBDTCqEI
여성,20,KCM,클래식,Kingdom,https://musicmeta-phinf.pstatic.net/album/000/134/134659.jpg,https://www.youtube.com/watch?v=lkKo2ad7T6k
여성,20,성시경,너의 모든 순간,별에서 온 그대 OST Part 7,https://musicmeta-phinf.pstatic.net/album/000/416/416823.jpg,https://www.youtube.com/watch?v=i2aRMXZR1k0
여성,20,"마크툽(Maktub), 구윤회",Marry Me,마크툽 프로젝트 Vol. 3,https://musicmeta-phinf.pstatic.net/album/000/442/442539.jpg,https://www.youtube.com/watch?v=--knPjoSlNE
여성,20,주호,내가 아니라도,내가 아니라도,https://musicmeta-phinf.pstatic.net/album/007/425/7425722.jpg,https://www.youtube.com/watch?v=lAq9l8o6UXU
여성,20,임영웅,사랑은 늘 도망가,신사와 아가씨 OST Part 2,https://musicmeta-phinf.pstatic.net/album/006/465/6465843.jpg,https://www.youtube.com/watch?v=LKQ-18LoFQk
여성,20,이무진,신호등,신호등,https://musicmeta-phinf.pstatic.net/album/005/843/5843153.jpg,https://www.youtube.com/watch?v=SK6Sm2Ki9tI
여성,20,정동하,추억은 만남보다 이별에 남아,추억은 만남보다 이별에 남아,https://musicmeta-phinf.pstatic.net/album/005/216/5216352.jpg,https://www.youtube.com/watch?v=16dCIXLMMi0
여성,20,황인욱,포장마차,포장마차,https://musicmeta-phinf.pstatic.net/album/003/071/3071026.jpg,https://www.youtube.com/watch?v=g6uvXiLNrxM
여성,20,izi,응급실,쾌걸춘향 OST,https://musicmeta-phinf.pstatic.net/album/000/030/30876.jpg,https://www.youtube.com/watch?v=0fzSq6Qc838
여성,30,지수 (JISOO),꽃,ME,https://search.pstatic.net/common?src=https%3A%2F%2Fmusicmeta-phinf.pstatic.net%2Falbum%2F009%2F399%2F9399447.jpg,https://www.youtube.com/watch?v=YudHcBIxlYw
여성,30,STAYC(스테이씨),Teddy Bear,Teddy Bear,https://search.pstatic.net/common?src=https%3A%2F%2Fmusicmeta-phinf.pstatic.net%2Falbum%2F045d36ff%2F2534%2F4a45%2Fabd2%2Fbb063fa6c5e3%2F8830640.jpg,https://www.youtube.com/watch?v=SxHmoifp0oQ
여성,30,NewJeans,Hype boy,NewJeans 1st EP 'New Jeans',https://search.pstatic.net/common?src=https%3A%2F%2Fmusicmeta-phinf.pstatic.net%2Falbum%2F007%2F795%2F7795016.jpg,https://www.youtube.com/watch?v=11cta61wi0g
여성,30,Zior Park,CHRISTIAN,WHERE DOES SASQUATCH LIVE? PART 1,https://search.pstatic.net/common?src=https%3A%2F%2Fmusicmeta-phinf.pstatic.net%2Falbum%2F009%2F005%2F9005635.jpg,https://www.youtube.com/watch?v=Dqlr8EDunCM
여성,30,이채연,KNOCK,Over The Moon,https://search.pstatic.net/common?src=https%3A%2F%2Fmusicmeta-phinf.pstatic.net%2Falbum%2F009%2F449%2F9449661.jpg,https://www.youtube.com/watch?v=OM3rrr4Jzg4
여성,30,Agust D,사람 Pt.2 (feat. 아이유),D-DAY,https://search.pstatic.net/common?src=https%3A%2F%2Fmusicmeta-phinf.pstatic.net%2Falbum%2F009%2F422%2F9422556.jpg,https://www.youtube.com/watch?v=uVD-YgzDzyY
여성,30,"Kygo, Oliver Nelson",Riding Shotgun (Ryan Riback Remix) (Feat. Bonnie McKee),Kids in Love (Remixes),https://musicmeta-phinf.pstatic.net/album/002/345/2345147.jpg,https://www.youtube.com/watch?v=bi8DS9pKyw8
여성,30,BIG Naughty (서동현),Vancouver,Lovey Dovey,https://musicmeta-phinf.pstatic.net/album/007/524/7524584.jpg,https://www.youtube.com/watch?v=jy8eGRwI9h8
여성,30,Cash Cash,Love You Now (Feat. Georgia Ku),Love You Now (Feat. Georgia Ku),https://musicmeta-phinf.pstatic.net/album/005/035/5035329.jpg,https://www.youtube.com/watch?v=q06UpZEBlfY
여성,30,LUCY,개화 (Flowering),DEAR.,https://musicmeta-phinf.pstatic.net/album/004/556/4556683.jpg,https://www.youtube.com/watch?v=WQdFA55hT80
여성,30,NMIXX,Love Me Like This,expergo,https://search.pstatic.net/common?src=https%3A%2F%2Fmusicmeta-phinf.pstatic.net%2Falbum%2F009%2F286%2F9286430.jpg,https://www.youtube.com/watch?v=EDnwWcFpObo
여성,30,Sasha Alex Sloan,Lie,Only Child,https://musicmeta-phinf.pstatic.net/album/005/037/5037656.jpg,https://www.youtube.com/watch?v=zDYSSM4scyM
여성,30,"Jasmine Thompson, Zedd",Funny (Stripped),Funny (Stripped),https://musicmeta-phinf.pstatic.net/album/004/811/4811704.jpg,https://www.youtube.com/watch?v=v6fVtaXfofc
여성,30,부석순(SEVENTEEN),파이팅 해야지 (Feat. 이영지),부석순 1st Single Album 'SECOND WIND',https://search.pstatic.net/common?src=https%3A%2F%2Fmusicmeta-phinf.pstatic.net%2Falbum%2F008%2F835%2F8835837.jpg,https://www.youtube.com/watch?v=mBXBOLG06Wc
여성,30,H1-KEY(하이키),건물 사이에 피어난 장미 (Rose Blossom),H1-KEY 1st Mini Album [Rose Blossom],https://search.pstatic.net/common?src=https%3A%2F%2Fmusicmeta-phinf.pstatic.net%2Falbum%2F4af96eaf%2Fe3fa%2F4392%2F8089%2Fde20655cfd7f%2F8659695.jpg,https://www.youtube.com/watch?v=vfUAckewh_8
여성,30,IVE(아이브),Kitsch,I've IVE,https://search.pstatic.net/common?src=https%3A%2F%2Fmusicmeta-phinf.pstatic.net%2Falbum%2F009%2F334%2F9334427.jpg,https://www.youtube.com/watch?v=r6p5Avk3GG8
여성,30,헤이즈 (Heize),빙글빙글 (Prod. R.Tee),빙글빙글,https://search.pstatic.net/common?src=https%3A%2F%2Fmusicmeta-phinf.pstatic.net%2Falbum%2F009%2F415%2F9415045.jpg,https://www.youtube.com/watch?v=FanfDDjFyT8
여성,30,에이핑크(Apink),D N D,SELF,https://search.pstatic.net/common?src=https%3A%2F%2Fmusicmeta-phinf.pstatic.net%2Falbum%2F009%2F415%2F9415297.jpg,https://www.youtube.com/watch?v=w8Rhc9WdDjk
여성,30,윤하,사건의 지평선,YOUNHA 6th Album Repackage 'END THEORY : Final Edition',https://search.pstatic.net/common?src=https%3A%2F%2Fmusicmeta-phinf.pstatic.net%2Falbum%2F007%2F434%2F7434553.jpg,https://www.youtube.com/watch?v=BBdC1rl5sKY
여성,30,지민,Like Crazy,FACE,https://search.pstatic.net/common?src=https%3A%2F%2Fmusicmeta-phinf.pstatic.net%2Falbum%2F009%2F313%2F9313232.jpg,https://www.youtube.com/watch?v=HALG3Ty52mY
여성,30,FIFTY FIFTY,Cupid,The Beginning: Cupid,https://search.pstatic.net/common?src=https%3A%2F%2Fmusicmeta-phinf.pstatic.net%2Falbum%2F009%2F178%2F9178590.jpg,https://www.youtube.com/watch?v=Qc7_zRjH808
여성,30,Charlie Puth,I Don't Think That I Like Her,CHARLIE,https://search.pstatic.net/common?src=https%3A%2F%2Fmusicmeta-phinf.pstatic.net%2Falbum%2F006%2F958%2F6958691.jpg,https://www.youtube.com/watch?v=9voN0gkdlS4
여성,30,캐치! 티니핑,열쇠티니핑송,알쏭달쏭 캐치! 티니핑 열쇠티니핑송,https://search.pstatic.net/common?src=https%3A%2F%2Fmusicmeta-phinf.pstatic.net%2Falbum%2Fe027df03%2F8e2f%2F48a8%2Fbe33%2Fa649fec03ba3%2F9005514.jpg,https://www.youtube.com/watch?v=TqZgk2AQhk8
여성,30,이기광,Predator,Predator,https://search.pstatic.net/common?src=https%3A%2F%2Fmusicmeta-phinf.pstatic.net%2Falbum%2F009%2F487%2F9487922.jpg,https://www.youtube.com/watch?v=HgNpZL1XVs8
여성,30,IVE(아이브),I AM,I've IVE,https://search.pstatic.net/common?src=https%3A%2F%2Fmusicmeta-phinf.pstatic.net%2Falbum%2F009%2F334%2F9334427.jpg,https://www.youtube.com/watch?v=6ZUIwj3FgUY
여성,30,태양,나의 마음에 (Seed),Down to Earth,https://search.pstatic.net/common?src=https%3A%2F%2Fmusicmeta-phinf.pstatic.net%2Falbum%2F009%2F555%2F9555374.jpg,https://www.youtube.com/watch?v=hxZhLhAFV4U
여성,30,Agust D,사람 Pt.2 (feat. 아이유),사람 Pt.2 (Feat. 아이유),https://search.pstatic.net/common?src=https%3A%2F%2Fmusicmeta-phinf.pstatic.net%2Falbum%2F009%2F422%2F9422556.jpg,https://www.youtube.com/watch?v=uVD-YgzDzyY
여성,30,샵,내 입술... 따뜻한 커피처럼,Flat Album,https://musicmeta-phinf.pstatic.net/album/000/002/2760.jpg,https://www.youtube.com/watch?v=4mDOG3PAjao
여성,30,태양,VIBE (feat. Jimin of BTS),VIBE (feat. Jimin of BTS),https://search.pstatic.net/common?src=https%3A%2F%2Fmusicmeta-phinf.pstatic.net%2Falbum%2F008%2F733%2F8733596.jpg,https://www.youtube.com/watch?v=cXCBiF67jLM
여성,30,러브홀릭,Loveholic,Florist (플로리스트),https://musicmeta-phinf.pstatic.net/album/000/002/2997.jpg,https://www.youtube.com/watch?v=meDRgBmiU2w
여성,30,"Kygo, Sandro Cavazza",Beautiful,Golden Hour,https://musicmeta-phinf.pstatic.net/album/004/498/4498621.jpg,https://www.youtube.com/watch?v=4IUNL6zzVZ8
여성,30,팀,사랑합니다 (Special Edition) (슈퍼스타 K6 '송유빈' 참가곡),사랑합니다,https://musicmeta-phinf.pstatic.net/album/000/311/311127.jpg,https://www.youtube.com/watch?v=4UowCrVHOv4
여성,30,러브홀릭,Want You Hear,Invisible Things,https://musicmeta-phinf.pstatic.net/album/000/028/28201.jpg,https://www.youtube.com/watch?v=CXizWe150lw
여성,30,"Kygo, Oh Wonder",How Would I Know,Golden Hour,https://musicmeta-phinf.pstatic.net/album/004/498/4498621.jpg,https://www.youtube.com/watch?v=i5Pp_WSJ6AY
여성,30,"Zedd, Jasmine Thompson",Funny,Funny,https://musicmeta-phinf.pstatic.net/album/004/672/4672337.jpg,https://www.youtube.com/watch?v=xRYgGBocHNY
여성,30,CHEEZE (치즈),Madeleine Love,PLAIN,https://musicmeta-phinf.pstatic.net/album/000/539/539608.jpg,https://www.youtube.com/watch?v=EHTagN5HJKQ
여성,30,DAY6(데이식스),Zombie,The Book of Us : The Demon,https://musicmeta-phinf.pstatic.net/album/004/559/4559943.jpg,https://www.youtube.com/watch?v=k8gx-C7GCGU
여성,30,"Emma Stone, Callie Hernandez, Sonoya Mizuno, Jessica Rothe",Someone In The Crowd,La La Land - The Complete Musical Experience (Streaming Ver.),https://musicmeta-phinf.pstatic.net/album/003/108/3108750.jpg,https://www.youtube.com/watch?v=-62YbRZqxjs
여성,30,방탄소년단,Dynamite,Dynamite (DayTime Version),https://musicmeta-phinf.pstatic.net/album/004/820/4820425.jpg,https://www.youtube.com/watch?v=gdZLi9oWNZg
여성,30,장미여관,옥탑방,오빠는 잘 있단다,https://musicmeta-phinf.pstatic.net/album/000/620/620241.jpg,https://www.youtube.com/watch?v=55doGDN9xbk
여성,30,윤상,날 위로하려거든,날 위로하려거든,https://musicmeta-phinf.pstatic.net/album/000/452/452654.jpg,https://www.youtube.com/watch?v=PN8l5KISn9E
여성,30,국카스텐(Guckkasten),Lost,Frame,https://musicmeta-phinf.pstatic.net/album/000/466/466231.jpg,https://www.youtube.com/watch?v=TlPXgw-qhWE
여성,30,델리스파이스,Doxer,DRRRR !,https://musicmeta-phinf.pstatic.net/album/000/002/2723.jpg,https://www.youtube.com/watch?v=o8sRVjQnO9M
여성,30,시와,화양연화,소요 (逍遙),https://musicmeta-phinf.pstatic.net/album/000/169/169659.jpg,https://www.youtube.com/watch?v=MlkiznFoxdo
여성,30,브로콜리너마저,살얼음,살얼음,https://musicmeta-phinf.pstatic.net/album/001/820/1820597.jpg,https://www.youtube.com/watch?v=ZhVUPgfxOMQ
여성,30,박지윤,고백,나무가 되는 꿈,https://musicmeta-phinf.pstatic.net/album/000/313/313497.jpg,https://www.youtube.com/watch?v=pMaP1yje7dY
여성,30,"Zedd, Griff",Inside Out,Inside Out,https://musicmeta-phinf.pstatic.net/album/005/049/5049942.jpg,https://www.youtube.com/watch?v=ZTwXOn3qZBc
여성,30,Klingande,Pumped Up,The Album,https://musicmeta-phinf.pstatic.net/album/008/241/8241353.jpg,https://www.youtube.com/watch?v=Mpbbvs1S1rg
여성,30,Kris Kross,Jump,Totally Krossed Out,https://musicmeta-phinf.pstatic.net/album/006/881/6881345.jpg,https://www.youtube.com/watch?v=010KyIQjkTk
여성,30,더 자두,김밥,3집 The Jadu,https://musicmeta-phinf.pstatic.net/album/000/003/3006.jpg,https://www.youtube.com/watch?v=Q5C3UK1BmDo
여성,30,박혜경,Rain,Feel Me,https://musicmeta-phinf.pstatic.net/album/000/001/1631.jpg,https://www.youtube.com/watch?v=E0C-tN9QJ3Q
여성,30,La La Land Cast,Another Day Of Sun,La La Land (Original Motion Picture Soundtrack),https://musicmeta-phinf.pstatic.net/album/001/529/1529332.jpg,https://www.youtube.com/watch?v=CWnYIb2lqpo
여성,30,에픽하이 (EPIK HIGH),Fan,Remapping The Human Soul,https://musicmeta-phinf.pstatic.net/album/000/044/44954.jpg,https://www.youtube.com/watch?v=eINjPkO7w4M
여성,30,투모로우바이투게더,9와 4분의 3 승강장에서 너를 기다려 (Run Away),꿈의 장: MAGIC,https://musicmeta-phinf.pstatic.net/album/003/352/3352317.jpg,https://www.youtube.com/watch?v=6yWPfUz0z94
여성,30,오반,어떻게 지내 (Prod. By VAN.C),어떻게 지내,https://musicmeta-phinf.pstatic.net/album/004/477/4477123.jpg,https://www.youtube.com/watch?v=jBAdBd_hd-8
여성,30,언니네 이발관,혼자 추는 춤,혼자 추는 춤,https://musicmeta-phinf.pstatic.net/album/000/605/605547.jpg,https://www.youtube.com/watch?v=Y6-TY-F2NXs
여성,30,"Kygo, OneRepublic",Lose Somebody,Golden Hour,https://musicmeta-phinf.pstatic.net/album/004/498/4498621.jpg,https://www.youtube.com/watch?v=xDAW5NtoLvI
여성,30,더 자두,대화가 필요해,Change Yourself,https://musicmeta-phinf.pstatic.net/album/000/001/1640.jpg,https://www.youtube.com/watch?v=faPQoNUC4GQ
여성,30,"The Kid LAROI, Justin Bieber",STAY,STAY,https://musicmeta-phinf.pstatic.net/album/006/158/6158502.jpg,https://www.youtube.com/watch?v=kTJczUoc26U
여성,30,Anne-Marie,Ciao Adios,Ciao Adios,https://musicmeta-phinf.pstatic.net/album/001/781/1781272.jpg,https://www.youtube.com/watch?v=B_uc09yShC4
여성,30,릴러말즈 (Leellamarz),불편해 (Feat. Gist),MaRz&B,https://musicmeta-phinf.pstatic.net/album/008/233/8233535.jpg,https://www.youtube.com/watch?v=9rKfb7qZWIs
여성,40,Agust D,D-Day,D-DAY,https://search.pstatic.net/common?src=https%3A%2F%2Fmusicmeta-phinf.pstatic.net%2Falbum%2F009%2F422%2F9422556.jpg,https://www.youtube.com/watch?v=fxuR4CDuFk8
여성,40,부석순(SEVENTEEN),파이팅 해야지 (Feat. 이영지),부석순 1st Single Album 'SECOND WIND',https://search.pstatic.net/common?src=https%3A%2F%2Fmusicmeta-phinf.pstatic.net%2Falbum%2F008%2F835%2F8835837.jpg,https://www.youtube.com/watch?v=mBXBOLG06Wc
여성,40,NewJeans,Ditto,NewJeans 'OMG',https://search.pstatic.net/common?src=https%3A%2F%2Fmusicmeta-phinf.pstatic.net%2Falbum%2F008%2F500%2F8500274.jpg,https://www.youtube.com/watch?v=Km71Rr9K-Bw
여성,40,Agust D,해금,D-DAY,https://search.pstatic.net/common?src=https%3A%2F%2Fmusicmeta-phinf.pstatic.net%2Falbum%2F009%2F422%2F9422556.jpg,https://www.youtube.com/watch?v=iy9qZR_OGa0
여성,40,아이유(IU),Love poem,Love poem,https://musicmeta-phinf.pstatic.net/album/003/399/3399860.jpg,https://www.youtube.com/watch?v=OcVmaIlHZ1o
여성,40,Charlie Puth,I Don't Think That I Like Her,CHARLIE,https://search.pstatic.net/common?src=https%3A%2F%2Fmusicmeta-phinf.pstatic.net%2Falbum%2F006%2F958%2F6958691.jpg,https://www.youtube.com/watch?v=9voN0gkdlS4
여성,40,영턱스클럽,정 (위험한 이별),정,https://musicmeta-phinf.pstatic.net/album/000/026/26713.jpg,https://www.youtube.com/watch?v=2BgqorB8L20
여성,40,이무진,신호등,신호등,https://musicmeta-phinf.pstatic.net/album/005/843/5843153.jpg,https://www.youtube.com/watch?v=IgzbIFHQhdA
여성,40,스페이스 에이(Space A),주홍글씨 (Dance Ver.),주홍글씨,https://musicmeta-phinf.pstatic.net/album/000/002/2435.jpg,https://www.youtube.com/watch?v=Cra_lguqAtw
여성,40,성시경,아픈 나를 (Prod. By 나얼),나얼 <Ballad Pop City>,https://search.pstatic.net/common?src=https%3A%2F%2Fmusicmeta-phinf.pstatic.net%2Falbum%2F6e9a4c62%2F83c8%2F4edd%2Fa6ec%2Fcc4573e25dbc%2F8552667.jpg,https://www.youtube.com/watch?v=IGoM4EuOVM0
여성,40,극동아시아타이거즈,별,별,https://musicmeta-phinf.pstatic.net/album/007/437/7437082.jpg,https://www.youtube.com/watch?v=SAWhoHapnXc
여성,40,IVE(아이브),After LIKE,After LIKE,https://search.pstatic.net/common?src=https%3A%2F%2Fmusicmeta-phinf.pstatic.net%2Falbum%2F007%2F969%2F7969069.jpg,https://www.youtube.com/watch?v=F0B7HDiY-10
여성,40,Miley Cyrus,Flowers,Flowers,https://search.pstatic.net/common?src=https%3A%2F%2Fmusicmeta-phinf.pstatic.net%2Falbum%2F008%2F733%2F8733523.jpg,https://www.youtube.com/watch?v=cjSO-zop4os
여성,40,STAYC(스테이씨),Teddy Bear,Teddy Bear,https://search.pstatic.net/common?src=https%3A%2F%2Fmusicmeta-phinf.pstatic.net%2Falbum%2F045d36ff%2F2534%2F4a45%2Fabd2%2Fbb063fa6c5e3%2F8830640.jpg,https://www.youtube.com/watch?v=SxHmoifp0oQ
여성,40,NewJeans,Hype boy,NewJeans 1st EP 'New Jeans',https://search.pstatic.net/common?src=https%3A%2F%2Fmusicmeta-phinf.pstatic.net%2Falbum%2F007%2F795%2F7795016.jpg,https://www.youtube.com/watch?v=11cta61wi0g
여성,40,imase,NIGHT DANCER,NIGHT DANCER,https://search.pstatic.net/common?src=https%3A%2F%2Fmusicmeta-phinf.pstatic.net%2Falbum%2F007%2F918%2F7918109.jpg,https://www.youtube.com/watch?v=kagoEGKHZvU
여성,40,SZA,Kill Bill,SOS,https://search.pstatic.net/common?src=https%3A%2F%2Fmusicmeta-phinf.pstatic.net%2Falbum%2F008%2F432%2F8432839.jpg,https://www.youtube.com/watch?v=SQnc1QibapQ
여성,40,지민,Like Crazy,FACE,https://search.pstatic.net/common?src=https%3A%2F%2Fmusicmeta-phinf.pstatic.net%2Falbum%2F009%2F313%2F9313232.jpg,https://www.youtube.com/watch?v=HALG3Ty52mY
여성,40,NCT DREAM,Candy,Candy - Winter Special Mini Album,https://search.pstatic.net/common?src=https%3A%2F%2Fmusicmeta-phinf.pstatic.net%2Falbum%2Fb8064006%2F9433%2F4866%2F85d8%2F27d2d4d63fd0%2F8462508.jpg,https://www.youtube.com/watch?v=zuoSn3ObMz4
여성,40,투모로우바이투게더,Sugar Rush Ride,이름의 장: TEMPTATION,https://search.pstatic.net/common?src=https%3A%2F%2Fmusicmeta-phinf.pstatic.net%2Falbum%2F008%2F755%2F8755887.jpg,https://www.youtube.com/watch?v=P9tKTxbgdkk
여성,40,지수 (JISOO),꽃,ME,https://search.pstatic.net/common?src=https%3A%2F%2Fmusicmeta-phinf.pstatic.net%2Falbum%2F009%2F399%2F9399447.jpg,https://www.youtube.com/watch?v=YudHcBIxlYw
여성,40,Zior Park,CHRISTIAN,WHERE DOES SASQUATCH LIVE? PART 1,https://search.pstatic.net/common?src=https%3A%2F%2Fmusicmeta-phinf.pstatic.net%2Falbum%2F009%2F005%2F9005635.jpg,https://www.youtube.com/watch?v=Dqlr8EDunCM
여성,40,소유 (SOYOU),우리는 매일 이별을 향해 걸어가지,우리는 매일 이별을 향해 걸어가지,https://search.pstatic.net/common?src=https%3A%2F%2Fmusicmeta-phinf.pstatic.net%2Falbum%2F009%2F491%2F9491706.jpg,https://www.youtube.com/watch?v=rQbh4iyyM3E
여성,40,"Christopher, 청하",When I Get Old,When I Get Old,https://search.pstatic.net/common?src=https%3A%2F%2Fmusicmeta-phinf.pstatic.net%2Falbum%2F5b295a40%2F80a1%2F46b0%2F8d7d%2F71c74a596c45%2F8241264.jpg,https://www.youtube.com/watch?v=Ua3aNDJE_Cg
여성,40,윤하,사건의 지평선,YOUNHA 6th Album Repackage 'END THEORY : Final Edition',https://search.pstatic.net/common?src=https%3A%2F%2Fmusicmeta-phinf.pstatic.net%2Falbum%2F007%2F434%2F7434553.jpg,https://www.youtube.com/watch?v=BBdC1rl5sKY
여성,40,성시경,"다정하게, 안녕히",구르미 그린 달빛 (KBS2 월화드라마) OST - Part 5,https://musicmeta-phinf.pstatic.net/album/000/663/663437.jpg,https://www.youtube.com/watch?v=wGfL3ukGxbU
여성,40,이소라,신청곡 (Feat. SUGA of BTS),신청곡 (Feat. SUGA of BTS),https://musicmeta-phinf.pstatic.net/album/002/819/2819078.jpg,https://www.youtube.com/watch?v=ij0SQZcqnPU
여성,40,주주 시크릿,밤이 무서워요 (Lonely Night),밤이 무서워요 (Lonely Night),https://search.pstatic.net/common?src=https%3A%2F%2Fmusicmeta-phinf.pstatic.net%2Falbum%2F009%2F329%2F9329937.jpg,https://www.youtube.com/watch?v=l8xsaUjjGrM
여성,40,태양,VIBE (feat. Jimin of BTS),VIBE (feat. Jimin of BTS),https://search.pstatic.net/common?src=https%3A%2F%2Fmusicmeta-phinf.pstatic.net%2Falbum%2F008%2F733%2F8733596.jpg,https://www.youtube.com/watch?v=cXCBiF67jLM
여성,40,이영지,NOT SORRY (Feat. pH-1) (Prod. by Slom),쇼미더머니 11 Episode 3,https://musicmeta-phinf.pstatic.net/album/008/480/8480282.jpg,https://www.youtube.com/watch?v=dp8fgSykQZQ
여성,40,스페이스 에이(Space A),섹시한 남자,Re-Turn,https://musicmeta-phinf.pstatic.net/album/000/370/370076.jpg,https://www.youtube.com/watch?v=0hh7qr8ZKBk
여성,40,자우림,STAY WITH ME,영원한 사랑,https://musicmeta-phinf.pstatic.net/album/006/714/6714254.jpg,https://www.youtube.com/watch?v=p7Yc0kaz_hY
여성,40,이영지,낮 밤 (feat. 박재범),낮 밤 (feat. 박재범),https://musicmeta-phinf.pstatic.net/album/006/616/6616534.jpg,https://www.youtube.com/watch?v=g3rD2V4meGs
여성,40,페퍼톤스(PEPPERTONES),Thank You,Thank You,https://musicmeta-phinf.pstatic.net/album/000/372/372728.jpg,https://www.youtube.com/watch?v=5nApMCTK0yo
여성,40,BIG Naughty (서동현),정이라고 하자 (Feat. 10CM),정이라고 하자,https://musicmeta-phinf.pstatic.net/album/007/502/7502798.jpg,https://www.youtube.com/watch?v=DYrY1E4-9NI
여성,40,10CM,봄이 좋냐??,3.2,https://musicmeta-phinf.pstatic.net/album/000/628/628171.jpg,https://www.youtube.com/watch?v=ZDotTeH8qQI
여성,40,10CM,그라데이션,5.3,https://musicmeta-phinf.pstatic.net/album/007/651/7651729.jpg,https://www.youtube.com/watch?v=VQZXXciZb_c
여성,40,페퍼톤스(PEPPERTONES),계절의 끝에서,Open Run,https://musicmeta-phinf.pstatic.net/album/000/336/336209.jpg,https://www.youtube.com/watch?v=xPxPdOG7744
여성,40,왁스,화장을 고치고,화장을 고치고,https://musicmeta-phinf.pstatic.net/album/000/001/1564.jpg,https://www.youtube.com/watch?v=6A4FnyJcNBM
여성,40,유피 (UP),바다,Second Birth,https://musicmeta-phinf.pstatic.net/album/000/026/26827.jpg,https://www.youtube.com/watch?v=PHtm0pIUpPw
여성,40,유엔 (UN),평생,UNITED N-GENERATION,https://musicmeta-phinf.pstatic.net/album/000/002/2463.jpg,https://www.youtube.com/watch?v=jt4BJUyonhQ
여성,40,유엔 (UN),선물,Traveling You,https://musicmeta-phinf.pstatic.net/album/000/002/2693.jpg,https://www.youtube.com/watch?v=ybx-6MqtqFg
여성,40,솔리드,천생연분,light camera action,https://musicmeta-phinf.pstatic.net/album/000/002/2578.jpg,https://www.youtube.com/watch?v=M2hlTs4ngsY
여성,40,유피 (UP),뿌요뿌요 (pyo pyo),Second Birth,https://musicmeta-phinf.pstatic.net/album/000/026/26827.jpg,https://www.youtube.com/watch?v=c5mqtOWPcBM
여성,40,인디고,여름아! 부탁해,Indigo,https://musicmeta-phinf.pstatic.net/album/000/002/2881.jpg,https://www.youtube.com/watch?v=P_COMZh7tEY
여성,40,새소년,긴 꿈,긴 꿈,https://musicmeta-phinf.pstatic.net/album/002/066/2066675.jpg,https://www.youtube.com/watch?v=tzL4A8hyXc8
여성,40,용준형,소나기 (Feat. 10cm),소나기 (Feat. 10cm),https://musicmeta-phinf.pstatic.net/album/002/422/2422964.jpg,https://www.youtube.com/watch?v=rD8iXrvL2EY
여성,40,새소년,난춘 (亂春),난춘 (亂春),https://musicmeta-phinf.pstatic.net/album/004/557/4557021.jpg,https://www.youtube.com/watch?v=KsznX5j2oQ0
여성,40,박혜경,고백,＋01,https://musicmeta-phinf.pstatic.net/album/000/001/1368.jpg,https://www.youtube.com/watch?v=SzoNVWfUUG0
여성,40,자우림,"스물다섯, 스물하나","Goodbye, grief.",https://musicmeta-phinf.pstatic.net/album/000/398/398547.jpg,https://www.youtube.com/watch?v=AizDJNhLW5s
여성,40,루머스,스톰,추억의 가요 리믹스 2,https://musicmeta-phinf.pstatic.net/album/000/004/4091.jpg,https://www.youtube.com/watch?v=Q_0tLgdL974
여성,40,새소년,파도,파도,https://musicmeta-phinf.pstatic.net/album/002/221/2221107.jpg,https://www.youtube.com/watch?v=HdkSpALG3A4
여성,40,태연 (TAEYEON),그대라는 시,호텔 델루나 OST Part 3,https://musicmeta-phinf.pstatic.net/album/003/128/3128245.jpg,https://www.youtube.com/watch?v=lIyvkOxRXng
여성,40,볼빨간사춘기,"나만, 봄",사춘기집Ⅰ 꽃기운,https://musicmeta-phinf.pstatic.net/album/002/979/2979649.jpg,https://www.youtube.com/watch?v=AsXxuIdpkWM
여성,40,자우림,있지,자우림,https://musicmeta-phinf.pstatic.net/album/002/468/2468814.jpg,https://www.youtube.com/watch?v=a6dwchTCoAI
여성,40,정은지,너의 밤은 어때 (취향저격 그녀 X 정은지),너의 밤은 어때 (취향저격 그녀 X 정은지),https://musicmeta-phinf.pstatic.net/album/004/969/4969158.jpg,https://www.youtube.com/watch?v=JicPLKaQHkQ
여성,40,황치열,봄이라서 (One Spring Day),Be Ordinary,https://musicmeta-phinf.pstatic.net/album/002/064/2064844.jpg,https://www.youtube.com/watch?v=lH2ko7GrMd0
여성,40,코나,우리의 밤은 당신의 낮보다 아름답다,Overlap,https://musicmeta-phinf.pstatic.net/album/000/002/2135.jpg,https://www.youtube.com/watch?v=k1SLZbEKIb0
